Kilometres,Zone,Bonus,Make,Insured,Claims,Payment
2,4,7,7,4635.35,135,697806
2,4,7,8,1853.07,49,319803
2,4,7,9,121293.07,3338,18245026
2,5,1,1,217.27,47,161646
2,5,1,2,24.81,1,4656
2,5,1,3,14.58,1,2810
2,5,1,4,96.11,4,43315
2,5,1,5,58.14,13,32595
2,5,1,6,182.69,15,61055
2,5,1,7,40.3,5,35437
2,5,1,8,5.82,2,6656
2,5,1,9,1933.36,250,1001018
2,5,2,1,211.17,20,113635
2,5,2,2,27.01,5,39053
2,5,2,3,11.46,0,0
2,5,2,4,89.19,4,23893
2,5,2,5,58.24,10,24691
2,5,2,6,208.24,12,29123
2,5,2,7,56.58,2,1758
2,5,2,8,8.09,1,4834
2,5,2,9,1976.19,176,1044585
2,5,3,1,231.22,23,64911
2,5,3,2,32.05,1,2536
2,5,3,3,14.51,2,1453
2,5,3,4,56.66,3,5473
2,5,3,5,48.09,7,8258
2,5,3,6,175.31,7,16559
2,5,3,7,46.96,4,7541
2,5,3,8,12.26,0,0
2,5,3,9,1710.73,101,352227
2,5,4,1,229.87,16,70312
2,5,4,2,30.72,1,963
2,5,4,3,17.05,1,2320
2,5,4,4,35.98,1,2762
2,5,4,5,51.82,4,37247
2,5,4,6,151.72,7,16448
2,5,4,7,50.32,5,17564
2,5,4,8,11.86,2,36323
2,5,4,9,1513.6,94,391430
2,5,5,1,290.33,17,99863
2,5,5,2,56.82,2,9871
2,5,5,3,32.05,0,0
2,5,5,4,41.54,0,0
2,5,5,5,77.17,5,49022
2,5,5,6,167.47,7,20196
2,5,5,7,81.9,6,72912
2,5,5,8,28.4,2,8215
2,5,5,9,1872.74,116,725258
2,5,6,1,608.43,29,81371
2,5,6,2,128.85,8,16730
2,5,6,3,96.56,3,13046
2,5,6,4,43.29,1,390
2,5,6,5,149.8,7,12686
2,5,6,6,265.29,11,45599
2,5,6,7,135.47,16,41245
2,5,6,8,55.22,6,70624
2,5,6,9,3457.83,162,764745
2,5,7,1,3359.9,122,604369
2,5,7,2,606.13,27,142803
2,5,7,3,610.72,16,109950
2,5,7,4,207.66,6,36294
2,5,7,5,728.55,34,120719
2,5,7,6,1353.85,50,293518
2,5,7,7,736.44,18,47691
2,5,7,8,257.73,7,51190
2,5,7,9,16948.62,616,3131530
2,6,1,1,572.91,85,404731
2,6,1,2,44.41,2,2524
2,6,1,3,23.13,1,5192
2,6,1,4,197.5,8,46327
2,6,1,5,138.07,19,118047
2,6,1,6,444.98,50,355284
2,6,1,7,84.17,14,66584
2,6,1,8,30.55,3,5871
2,6,1,9,4295.2,484,2540690
2,6,2,1,503.2,51,272422
2,6,2,2,54.76,3,7805
2,6,2,3,20.94,0,0
2,6,2,4,155.64,8,54065
2,6,2,5,121.24,14,77633
2,6,2,6,455.65,33,155704
2,6,2,7,86.44,4,7725
2,6,2,8,35.3,3,44018
2,6,2,9,3990.8,284,1423093
2,6,3,1,507.75,35,169303
2,6,3,2,55.57,1,8610
2,6,3,3,22.76,0,0
2,6,3,4,106.79,3,6486
2,6,3,5,104.27,7,18043
2,6,3,6,372.07,10,53188
2,6,3,7,76.26,3,4736
2,6,3,8,35.48,2,2289
2,6,3,9,3470.02,224,1013321
2,6,4,1,455,23,67152
2,6,4,2,70.27,3,6864
2,6,4,3,28.52,0,0
2,6,4,4,92.99,2,32158
2,6,4,5,89.64,3,4864
2,6,4,6,285.72,10,49974
2,6,4,7,90.15,5,54362
2,6,4,8,42.98,3,6623
2,6,4,9,2926.5,138,597450
2,6,5,1,518.47,21,118651
2,6,5,2,96.83,4,9580
2,6,5,3,58.16,1,3521
2,6,5,4,77.26,0,0
2,6,5,5,122.15,12,40820
2,6,5,6,301.84,9,81184
2,6,5,7,100.55,5,11208
2,6,5,8,66.47,4,39787
2,6,5,9,3279.28,146,756142
2,6,6,1,992.33,44,278171
2,6,6,2,209.98,6,71372
2,6,6,3,165.79,4,55283
2,6,6,4,80.16,4,10539
2,6,6,5,247.97,11,86405
2,6,6,6,546.95,24,80714
2,6,6,7,199.47,4,9307
2,6,6,8,137.44,5,40319
2,6,6,9,5716.97,211,1097124
2,6,7,1,6871.94,219,1148035
2,6,7,2,1358.02,47,177092
2,6,7,3,1305.97,25,142010
2,6,7,4,417.82,9,19434
2,6,7,5,1507.58,51,233769
2,6,7,6,3172.45,55,321914
2,6,7,7,1369.78,54,391112
2,6,7,8,792.12,24,127778
2,6,7,9,35319.16,1037,5765190
2,7,1,1,36.94,6,15613
2,7,1,2,3.06,0,0
2,7,1,3,2.02,0,0
2,7,1,4,28.33,1,3005
2,7,1,5,9.02,0,0
2,7,1,6,20.84,4,5072
2,7,1,7,4.48,0,0
2,7,1,8,1.68,0,0
2,7,1,9,342.29,26,157981
2,7,2,1,33.57,3,6068
2,7,2,2,9.92,0,0
2,7,2,3,1.3,0,0
2,7,2,4,22.69,1,1410
2,7,2,5,10.46,2,33342
2,7,2,6,24.96,1,4059
2,7,2,7,5.1,0,0
2,7,2,8,3.26,0,0
2,7,2,9,349.42,15,145126
2,7,3,1,35.15,1,2200
2,7,3,2,8.06,0,0
2,7,3,3,1.96,0,0
2,7,3,4,18.8,1,1588
2,7,3,5,5.05,0,0
2,7,3,6,18.54,1,31442
2,7,3,7,8.4,1,2800
2,7,3,8,0.35,0,0
2,7,3,9,292.05,13,23491
2,7,4,1,27.49,1,1329
2,7,4,2,4.95,0,0
2,7,4,3,2.11,0,0
2,7,4,4,8.96,0,0
2,7,4,5,6.14,1,1916
2,7,4,6,17.98,0,0
2,7,4,7,2.68,0,0
2,7,4,8,1.64,0,0
2,7,4,9,258.15,5,15880
2,7,5,1,38.56,3,12590
2,7,5,2,10.75,0,0
2,7,5,3,3.11,0,0
2,7,5,4,8.92,0,0
2,7,5,5,4.96,0,0
2,7,5,6,17.21,0,0
2,7,5,7,6.31,0,0
2,7,5,8,2.5,0,0
2,7,5,9,267.12,8,11642
2,7,6,1,63.98,2,6574
2,7,6,2,16.87,4,7333
2,7,6,3,6.9,0,0
2,7,6,4,8.68,0,0
2,7,6,5,11.99,0,0
2,7,6,6,24.08,0,0
2,7,6,7,13.38,0,0
2,7,6,8,6.54,0,0
2,7,6,9,453.04,9,81464
2,7,7,1,420.95,7,16802
2,7,7,2,126.12,1,6020
2,7,7,3,39.14,1,1012
2,7,7,4,59.08,1,3580
2,7,7,5,81.78,3,3065
2,7,7,6,193.89,3,32827
2,7,7,7,71.27,1,603
2,7,7,8,31.36,1,1021
2,7,7,9,2873.7,69,381570
3,1,1,1,213.38,53,244561
3,1,1,2,76.97,26,187544
3,1,1,3,60.42,8,18624
3,1,1,4,60.89,10,81052
3,1,1,5,53.3,10,52745
3,1,1,6,104.58,13,168471
3,1,1,7,24.92,4,5100
3,1,1,8,12.91,3,42372
3,1,1,9,2375.34,456,1911772
3,1,2,1,276.13,28,106668
3,1,2,2,73.41,14,30232
3,1,2,3,69.26,14,61941
3,1,2,4,73.29,5,66851
3,1,2,5,52.25,7,57304
3,1,2,6,139.64,9,59193
3,1,2,7,42.93,3,5646
3,1,2,8,13.03,0,0
3,1,2,9,2472.22,297,1413344
3,1,3,1,299.1,36,196119
3,1,3,2,87.6,11,55966
3,1,3,3,67.91,6,13026
3,1,3,4,65.39,2,2186
3,1,3,5,60.44,8,23091
3,1,3,6,135.85,6,74018
3,1,3,7,48.67,2,3044
3,1,3,8,16.35,3,12589
3,1,3,9,2411.79,256,1266725
3,1,4,1,336.16,29,98220
3,1,4,2,119.03,9,61145
3,1,4,3,75.71,3,16285
3,1,4,4,44.78,0,0
3,1,4,5,69.52,11,67180
3,1,4,6,115.91,10,25912
3,1,4,7,59.11,2,3783
3,1,4,8,18.65,0,0
3,1,4,9,2419.59,209,905418
3,1,5,1,480.43,41,129476
3,1,5,2,164.22,16,133759
3,1,5,3,123.44,7,48811
3,1,5,4,50.82,2,4868
3,1,5,5,102.56,3,13127
3,1,5,6,159.79,15,44864
3,1,5,7,73.37,9,56128
3,1,5,8,32.92,2,1512
3,1,5,9,3214.83,274,1088795
3,1,6,1,1110.72,84,399470
3,1,6,2,327.3,32,100742
3,1,6,3,300.23,47,234344
3,1,6,4,52.79,2,6842
3,1,6,5,209.45,23,67428
3,1,6,6,303.79,20,70487
3,1,6,7,184.93,16,90830
3,1,6,8,62.38,2,62884
3,1,6,9,6151.48,625,3050824
3,1,7,1,4918.02,236,1326307
3,1,7,2,1398.19,72,342421
3,1,7,3,2349.67,45,142660
3,1,7,4,252.36,15,25307
3,1,7,5,881.09,52,195295
3,1,7,6,1520.51,58,307753
3,1,7,7,867.16,45,110181
3,1,7,8,306,7,68657
3,1,7,9,26905.35,1481,6783057
3,2,1,1,230.25,30,169977
3,2,1,2,52.01,6,49480
3,2,1,3,42.02,6,19600
3,2,1,4,72.26,10,15713
3,2,1,5,63.55,10,45597
3,2,1,6,140.48,10,24925
3,2,1,7,41.12,7,29069
3,2,1,8,15.44,4,19159
3,2,1,9,2136.64,283,1188075
3,2,2,1,304.17,33,230024
3,2,2,2,74.05,9,25481
3,2,2,3,44.9,3,7212
3,2,2,4,74.01,1,700
3,2,2,5,71.95,7,12796
3,2,2,6,201.2,13,30337
3,2,2,7,49.51,4,35898
3,2,2,8,11.53,1,5716
3,2,2,9,2535.1,241,1050750
3,2,3,1,346.82,28,127469
3,2,3,2,74.87,13,71451
3,2,3,3,49.48,6,18584
3,2,3,4,67.62,4,11510
3,2,3,5,75.8,11,59922
3,2,3,6,211.42,12,52349
3,2,3,7,58.59,6,19142
3,2,3,8,21.15,1,309
3,2,3,9,2607.48,222,986926
3,2,4,1,398.7,30,121008
3,2,4,2,115.52,13,31036
3,2,4,3,61.44,5,15124
3,2,4,4,46.99,2,4809
3,2,4,5,81.79,9,79729
3,2,4,6,178.98,16,57389
3,2,4,7,73.74,4,13266
3,2,4,8,21.73,2,6506
3,2,4,9,2804.47,185,983263
3,2,5,1,577.94,44,164565
3,2,5,2,186.56,17,37312
3,2,5,3,99.25,5,70395
3,2,5,4,37.92,2,3340
3,2,5,5,114.6,12,36371
3,2,5,6,231.48,8,12793
3,2,5,7,112.71,3,7993
3,2,5,8,49.52,1,7647
3,2,5,9,3785.59,255,1135808
3,2,6,1,1204.54,64,297189
3,2,6,2,348.05,20,87441
3,2,6,3,318.67,21,132964
3,2,6,4,59.64,2,2113
3,2,6,5,233.04,14,55184
3,2,6,6,401.81,21,79575
3,2,6,7,229.04,16,63658
3,2,6,8,113.66,5,69056
3,2,6,9,7232.56,477,2168736
3,2,7,1,6206.24,291,1529817
3,2,7,2,1778.53,97,442424
3,2,7,3,1574.59,60,408143
3,2,7,4,257.82,12,34524
3,2,7,5,1214.18,67,253711
3,2,7,6,1992.86,65,250177
3,2,7,7,1295.2,52,296108
3,2,7,8,502.83,27,92809
3,2,7,9,33844.51,1504,7698320
3,3,1,1,252.96,35,165902
3,3,1,2,55.7,6,15001
3,3,1,3,42.39,5,19085
3,3,1,4,61.57,7,47058
3,3,1,5,76.42,18,103398
3,3,1,6,171.47,18,101601
3,3,1,7,37.76,5,7103
3,3,1,8,14.17,1,31442
3,3,1,9,2164.34,294,1266124
3,3,2,1,354.49,43,270211
3,3,2,2,56.21,7,45695
3,3,2,3,33.16,1,6939
3,3,2,4,72.74,5,12904
3,3,2,5,88.73,11,26769
3,3,2,6,257.15,19,67830
3,3,2,7,55.78,6,21727
3,3,2,8,26.57,2,7009
3,3,2,9,2691.01,234,1261608
3,3,3,1,388.74,25,131184
3,3,3,2,71.36,7,44201
3,3,3,3,38.48,1,4375
3,3,3,4,71.03,2,5964
3,3,3,5,86.96,11,42621
3,3,3,6,250.19,20,173266
3,3,3,7,75,6,39333
3,3,3,8,34.92,5,22418
3,3,3,9,2786.03,190,858717
3,3,4,1,449.5,29,195168
3,3,4,2,106.66,7,51072
3,3,4,3,50.85,3,34954
3,3,4,4,49.51,2,11339
3,3,4,5,93.52,3,4737
3,3,4,6,229.73,14,69250
3,3,4,7,93.86,6,23703
3,3,4,8,35.25,2,33142
3,3,4,9,2823.71,174,804353
3,3,5,1,623.39,41,164990
3,3,5,2,165.36,8,49197
3,3,5,3,107.24,6,9345
3,3,5,4,53.95,2,4256
3,3,5,5,115.89,13,33965
3,3,5,6,289.39,14,64812
3,3,5,7,130.94,9,58316
3,3,5,8,68.28,3,5923
3,3,5,9,3795.31,233,1102967
3,3,6,1,1211.8,55,204035
3,3,6,2,331.56,27,160170
3,3,6,3,244.41,21,112398
3,3,6,4,69.85,4,7558
3,3,6,5,285.97,13,72538
3,3,6,6,501.96,17,79132
3,3,6,7,260.81,16,66095
3,3,6,8,140.81,11,99429
3,3,6,9,6982.23,418,2296256
3,3,7,1,6637.23,243,1109910
3,3,7,2,1681.52,71,377529
3,3,7,3,1688.25,47,211505
3,3,7,4,319.83,6,49844
3,3,7,5,1402.18,55,204355
3,3,7,6,2650.35,76,436313
3,3,7,7,1414.4,56,314402
3,3,7,8,821.8,32,244466
3,3,7,9,36595.09,1462,7765626
3,4,1,1,559.52,82,333333
3,4,1,2,79.18,9,83389
3,4,1,3,52.97,5,10472
3,4,1,4,139.86,4,13468
3,4,1,5,125.06,21,139195
3,4,1,6,395.86,34,101041
3,4,1,7,65.27,4,13716
3,4,1,8,25.95,3,14203
3,4,1,9,4174.3,477,2028574
3,4,2,1,759.38,75,461748
3,4,2,2,95.99,9,12058
3,4,2,3,61.91,2,10300
3,4,2,4,162.43,7,38966
3,4,2,5,171.4,17,79870
3,4,2,6,581.13,31,233888
3,4,2,7,141.7,11,85892
3,4,2,8,33.05,3,13031
3,4,2,9,5179.78,407,2133862
3,4,3,1,882.28,67,325944
3,4,3,2,140.89,6,22634
3,4,3,3,80.68,1,3416
3,4,3,4,120.58,3,70053
3,4,3,5,168.89,12,23087
3,4,3,6,566.4,24,143467
3,4,3,7,141.85,13,34102
3,4,3,8,59.83,5,41928
3,4,3,9,5273.39,323,1769366
3,4,4,1,930.38,53,294693
3,4,4,2,186.23,13,91535
3,4,4,3,103.32,2,12215
3,4,4,4,95.19,3,36777
3,4,4,5,202.06,16,71636
3,4,4,6,507.25,21,47506
3,4,4,7,153.52,9,81848
3,4,4,8,80.05,2,7466
3,4,4,9,5361.38,290,1551046
3,4,5,1,1240.15,72,441578
3,4,5,2,271.62,16,87667
3,4,5,3,229.54,14,83355
3,4,5,4,95.75,2,8741
3,4,5,5,262.73,18,44435
3,4,5,6,575.18,17,65613
3,4,5,7,240.02,14,28430
3,4,5,8,132.37,2,7701
3,4,5,9,7316.31,332,2030248
3,4,6,1,2278.6,101,444371
3,4,6,2,587.8,31,122651
3,4,6,3,504.36,14,103196
3,4,6,4,124.82,2,31519
3,4,6,5,520.21,26,116043
3,4,6,6,969.68,40,193661
3,4,6,7,483.93,22,64380
3,4,6,8,317.12,15,150041
3,4,6,9,13375.57,616,3207923
3,4,7,1,14598.67,444,2526990
3,4,7,2,3769.94,118,775364
3,4,7,3,3657.95,104,731869
3,4,7,4,639.63,8,13695
3,4,7,5,3018.7,95,485071
3,4,7,6,6256.55,150,730785
3,4,7,7,2890.19,115,676893
3,4,7,8,2160,55,380519
3,4,7,9,79614.96,2548,13203616
3,5,1,1,66.18,11,86991
3,5,1,2,12.2,2,4206
3,5,1,3,10.46,0,0
3,5,1,4,12.55,1,31442
3,5,1,5,16.22,1,617
3,5,1,6,45.16,1,1606
3,5,1,7,10.26,4,8787
3,5,1,8,8.14,0,0
3,5,1,9,582.17,82,288772
3,5,2,1,95.88,4,40620
3,5,2,2,14.67,1,1234
3,5,2,3,9.1,0,0
3,5,2,4,14.04,0,0
3,5,2,5,23.38,5,10834
3,5,2,6,64.73,6,80041
3,5,2,7,15.78,0,0
3,5,2,8,7.15,0,0
3,5,2,9,682.07,66,251890
3,5,3,1,106.06,9,52060
3,5,3,2,25.79,3,5523
3,5,3,3,12.55,1,901
3,5,3,4,12.61,1,2693
3,5,3,5,28.41,1,1300
3,5,3,6,69.25,4,10121
3,5,3,7,24.06,0,0
3,5,3,8,7.05,0,0
3,5,3,9,696.56,44,270042
3,5,4,1,122.77,6,40268
3,5,4,2,28.66,1,1100
3,5,4,3,18.5,1,1855
3,5,4,4,10,0,0
3,5,4,5,29.15,0,0
3,5,4,6,71.37,4,11034
3,5,4,7,22.78,1,3056
3,5,4,8,10.62,2,32355
3,5,4,9,741.23,44,249540
3,5,5,1,186.4,6,97634
3,5,5,2,39.3,2,32030
3,5,5,3,31.63,2,6342
3,5,5,4,5.84,0,0
3,5,5,5,33.94,5,13825
3,5,5,6,88.3,2,32833
3,5,5,7,36.43,4,3897
3,5,5,8,29.33,1,31442
3,5,5,9,1017.94,56,268945
3,5,6,1,359.83,15,218411
3,5,6,2,79.26,10,50649
3,5,6,3,73.62,5,8906
3,5,6,4,13.33,0,0
3,5,6,5,83.2,6,49166
3,5,6,6,138.19,4,18433
3,5,6,7,79.55,3,12478
3,5,6,8,54.94,2,4486
3,5,6,9,1941.76,89,319443
3,5,7,1,1855.3,65,358790
3,5,7,2,457.25,25,217118
3,5,7,3,442.87,16,74000
3,5,7,4,61.12,2,3887
3,5,7,5,367.21,21,109371
3,5,7,6,633.37,19,145079
3,5,7,7,386.49,14,41905
3,5,7,8,252.47,13,92133
3,5,7,9,9545.23,396,1983959
3,6,1,1,187.75,35,171592
3,6,1,2,24.04,4,15092
3,6,1,3,13.61,2,32158
3,6,1,4,33.47,1,4487
3,6,1,5,41.84,8,13586
3,6,1,6,136.14,19,42561
3,6,1,7,30.6,1,556
3,6,1,8,15.77,4,4684
3,6,1,9,1238.84,140,720084
3,6,2,1,259.57,30,142441
3,6,2,2,29.78,1,2640
3,6,2,3,16.41,0,0
3,6,2,4,37.07,1,9869
3,6,2,5,58.8,4,11865
3,6,2,6,209.75,8,80833
3,6,2,7,48.04,6,17574
3,6,2,8,26.94,2,9713
3,6,2,9,1626.78,125,470051
3,6,3,1,299.91,19,169849
3,6,3,2,28.45,0,0
3,6,3,3,22.83,0,0
3,6,3,4,30.88,0,0
3,6,3,5,54.01,4,4943
3,6,3,6,181.06,11,42891
3,6,3,7,46.17,0,0
3,6,3,8,38.09,3,3450
3,6,3,9,1632.96,92,403488
3,6,4,1,300.59,17,117401
3,6,4,2,44.31,5,12173
3,6,4,3,28,0,0
3,6,4,4,19.33,0,0
3,6,4,5,53.55,3,5949
3,6,4,6,163.02,7,25358
3,6,4,7,58.78,5,43236
3,6,4,8,46.23,2,1803
3,6,4,9,1577.85,80,447128
3,6,5,1,385.54,16,110578
3,6,5,2,84.29,6,13624
3,6,5,3,64.25,1,1518
3,6,5,4,23.74,0,0
3,6,5,5,78.56,6,20737
3,6,5,6,198.91,7,20881
3,6,5,7,68.71,2,9151
3,6,5,8,61.13,3,18101
3,6,5,9,2017.86,112,644496
3,6,6,1,772.69,32,120917
3,6,6,2,188.97,11,69871
3,6,6,3,141.34,4,49093
3,6,6,4,35.49,0,0
3,6,6,5,160.82,7,53193
3,6,6,6,328.78,17,79488
3,6,6,7,136.87,11,36441
3,6,6,8,155.63,4,35412
3,6,6,9,3855.71,164,981465
3,6,7,1,4739.07,156,1031429
3,6,7,2,1134.37,45,235652
3,6,7,3,1078.25,32,168555
3,6,7,4,151.43,2,5982
3,6,7,5,971.01,35,95823
3,6,7,6,1928.14,45,368238
3,6,7,7,889.08,27,89649
3,6,7,8,900.56,35,228604
3,6,7,9,22985.48,799,4265828
3,7,1,1,3.39,1,303
3,7,1,2,2.34,0,0
3,7,1,3,0.8,0,0
3,7,1,4,2.49,0,0
3,7,1,5,1.34,1,906
3,7,1,6,8.71,0,0
3,7,1,7,1.63,0,0
3,7,1,8,0.15,0,0
3,7,1,9,78.57,6,66711
3,7,2,1,19.19,0,0
3,7,2,2,3.27,0,0
3,7,2,3,0.38,0,0
3,7,2,4,5.71,1,31442
3,7,2,5,4.12,1,31442
3,7,2,6,10.07,0,0
3,7,2,7,3.24,0,0
3,7,2,8,1.28,0,0
3,7,2,9,111.66,10,33310
3,7,3,1,15.14,1,1441
3,7,3,2,4.09,0,0
3,7,3,3,0.9,0,0
3,7,3,4,1.06,0,0
3,7,3,5,2.02,0,0
3,7,3,6,6.7,0,0
3,7,3,7,1,0,0
3,7,3,8,0.76,0,0
3,7,3,9,105.76,8,14449
3,7,4,1,14.41,0,0
3,7,4,2,1.92,1,794
3,7,4,3,0.96,0,0
3,7,4,4,1.16,0,0
3,7,4,5,3.85,0,0
3,7,4,6,5.92,0,0
3,7,4,7,1.9,3,11762
3,7,4,8,2.21,0,0
3,7,4,9,110.85,5,41333
3,7,5,1,14.35,0,0
3,7,5,2,4.57,0,0
3,7,5,3,3.34,0,0
3,7,5,4,3.56,0,0
3,7,5,5,7.44,0,0
3,7,5,6,13.81,0,0
3,7,5,7,4.92,0,0
3,7,5,8,1.16,0,0
3,7,5,9,146.21,7,49986
3,7,6,1,31.22,2,4738
3,7,6,2,14.4,0,0
3,7,6,3,4.81,0,0
3,7,6,4,6.03,0,0
3,7,6,5,4.25,2,2063
3,7,6,6,13.08,1,1769
3,7,6,7,10.27,0,0
3,7,6,8,6.33,0,0
3,7,6,9,292.33,10,22382
3,7,7,1,288.36,12,41206
3,7,7,2,84.68,1,1200
3,7,7,3,29.99,1,31442
3,7,7,4,19.07,1,3608
3,7,7,5,37.96,1,1455
3,7,7,6,113.33,2,7618
3,7,7,7,40.84,2,34979
3,7,7,8,34.87,0,0
3,7,7,9,1720.36,57,226934
4,1,1,1,49.31,11,23218
4,1,1,2,22.93,6,14940
4,1,1,3,34.01,9,101091
4,1,1,4,6.08,0,0
4,1,1,5,17.77,4,4164
4,1,1,6,18.59,1,3044
4,1,1,7,3.89,0,0
4,1,1,8,4.31,1,400
4,1,1,9,601.75,103,381138
4,1,2,1,77.53,6,16812
4,1,2,2,29.09,5,9656
4,1,2,3,36.39,6,10543
4,1,2,4,11.32,1,8231
4,1,2,5,18.74,3,4571
4,1,2,6,32.02,3,38542
4,1,2,7,13.62,1,954
4,1,2,8,3.73,0,0
4,1,2,9,735.71,86,391512
4,1,3,1,85.77,4,14451
4,1,3,2,36.08,2,3784
4,1,3,3,34.31,6,8274
4,1,3,4,12.01,1,917
4,1,3,5,19.1,4,14439
4,1,3,6,32.8,4,12608
4,1,3,7,18.59,1,900
4,1,3,8,8.54,3,4956
4,1,3,9,729.62,88,599538
4,1,4,1,105.73,15,90111
4,1,4,2,35.14,6,38663
4,1,4,3,53.38,1,3000
4,1,4,4,6.89,1,4686
4,1,4,5,18.19,3,3372
4,1,4,6,34.63,2,3178
4,1,4,7,16.77,0,0
4,1,4,8,11.75,0,0
4,1,4,9,766.14,71,430373
4,1,5,1,166.1,7,40729
4,1,5,2,66.54,5,43356
4,1,5,3,48.99,7,17562
4,1,5,4,10.91,1,993
4,1,5,5,32.5,5,47591
4,1,5,6,53.9,4,15205
4,1,5,7,17.88,2,8643
4,1,5,8,17.04,2,3314
4,1,5,9,1064.66,96,403899
4,1,6,1,344.68,32,184118
4,1,6,2,125.36,15,34894
4,1,6,3,130.03,11,66353
4,1,6,4,15,0,0
4,1,6,5,73.29,10,122551
4,1,6,6,95.16,4,9655
4,1,6,7,51.85,3,33098
4,1,6,8,35.32,5,12104
4,1,6,9,2154.39,173,702215
4,1,7,1,1528.57,87,483084
4,1,7,2,567.56,35,209646
4,1,7,3,563.23,34,107767
4,1,7,4,65.95,3,12950
4,1,7,5,278.46,24,93032
4,1,7,6,395.47,10,27088
4,1,7,7,230.9,5,22495
4,1,7,8,163.53,8,27401
4,1,7,9,8738.13,520,2437429
4,2,1,1,52.42,9,50023
4,2,1,2,18.13,3,33786
4,2,1,3,13.45,0,0
4,2,1,4,7.31,2,6906
4,2,1,5,17.93,7,18501
4,2,1,6,35.36,2,5317
4,2,1,7,10.18,2,1329
4,2,1,8,3.66,2,3465
4,2,1,9,510.14,83,357640
4,2,2,1,73.64,7,45054
4,2,2,2,25.83,4,12796
4,2,2,3,17.27,1,148
4,2,2,4,14.44,0,0
4,2,2,5,23.46,2,6103
4,2,2,6,58.09,5,36882
4,2,2,7,20.45,2,4383
4,2,2,8,6.65,0,0
4,2,2,9,720.52,98,456585
4,2,3,1,126.64,11,28994
4,2,3,2,35.86,4,8066
4,2,3,3,21.01,2,10160
4,2,3,4,16.24,0,0
4,2,3,5,19.53,1,6861
4,2,3,6,56.42,3,7874
4,2,3,7,26.02,3,10624
4,2,3,8,10.09,2,6237
4,2,3,9,855.76,62,303872
4,2,4,1,138.08,16,134301
4,2,4,2,41.49,3,7068
4,2,4,3,34.65,3,38011
