Kilometres,Zone,Bonus,Make,Insured,Claims,Payment
4,2,4,4,12.24,0,0
4,2,4,5,24.21,6,25737
4,2,4,6,54.79,2,2560
4,2,4,7,34.39,2,34833
4,2,4,8,12.31,0,0
4,2,4,9,903.99,70,360223
4,2,5,1,199.99,14,66020
4,2,5,2,67.63,8,23998
4,2,5,3,44.13,1,2288
4,2,5,4,12.04,0,0
4,2,5,5,37.01,2,5688
4,2,5,6,67.39,4,5756
4,2,5,7,38.42,3,4812
4,2,5,8,20.27,4,36477
4,2,5,9,1305.83,99,321088
4,2,6,1,452.94,31,97902
4,2,6,2,166.21,17,158030
4,2,6,3,127.04,10,66279
4,2,6,4,16.52,1,1800
4,2,6,5,91.55,8,9753
4,2,6,6,135.02,3,8171
4,2,6,7,83.37,7,14223
4,2,6,8,65.8,1,4332
4,2,6,9,2702.27,157,912421
4,2,7,1,2110.59,107,595146
4,2,7,2,708.77,43,155553
4,2,7,3,717.74,28,222823
4,2,7,4,55.84,2,5417
4,2,7,5,403.75,21,52327
4,2,7,6,630.8,30,78258
4,2,7,7,410.91,26,73043
4,2,7,8,328.26,5,14963
4,2,7,9,12169.67,598,3223609
4,3,1,1,70.13,12,55595
4,3,1,2,17.58,1,8064
4,3,1,3,23.46,2,6214
4,3,1,4,11.23,1,8670
4,3,1,5,13.24,3,2138
4,3,1,6,47.61,5,12105
4,3,1,7,11.87,0,0
4,3,1,8,5.77,0,0
4,3,1,9,499.28,52,237894
4,3,2,1,112.86,11,25656
4,3,2,2,26.77,1,3915
4,3,2,3,25.69,7,41229
4,3,2,4,11.26,1,3468
4,3,2,5,23.55,3,2732
4,3,2,6,78.7,6,18099
4,3,2,7,19.31,4,8908
4,3,2,8,7.38,1,31442
4,3,2,9,784.88,74,291386
4,3,3,1,132.22,11,112977
4,3,3,2,32.33,2,5747
4,3,3,3,23.84,1,31442
4,3,3,4,12.19,1,2400
4,3,3,5,31.33,1,939
4,3,3,6,92.3,6,47618
4,3,3,7,18.55,3,10335
4,3,3,8,7.26,0,0
4,3,3,9,881.54,46,198404
4,3,4,1,181.06,9,45410
4,3,4,2,46.47,0,0
4,3,4,3,29.81,0,0
4,3,4,4,9.02,0,0
4,3,4,5,31.21,6,44195
4,3,4,6,89.92,3,10382
4,3,4,7,31.18,2,3523
4,3,4,8,17.15,3,10519
4,3,4,9,958.53,73,380081
4,3,5,1,232.21,9,86821
4,3,5,2,55.68,0,0
4,3,5,3,48.14,2,34624
4,3,5,4,12.63,0,0
4,3,5,5,52.17,2,3952
4,3,5,6,107.44,6,46145
4,3,5,7,40.18,5,11704
4,3,5,8,38.26,0,0
4,3,5,9,1404.67,95,417261
4,3,6,1,502.26,23,107693
4,3,6,2,135.72,14,84314
4,3,6,3,140.08,5,9624
4,3,6,4,17.48,0,0
4,3,6,5,107.97,5,17978
4,3,6,6,143.88,11,27311
4,3,6,7,87.39,8,42469
4,3,6,8,82.11,4,18826
4,3,6,9,2805.94,139,733705
4,3,7,1,2312.76,107,695827
4,3,7,2,676.83,29,146054
4,3,7,3,748.35,33,169849
4,3,7,4,79.77,5,42430
4,3,7,5,504.39,18,66503
4,3,7,6,862.65,25,124101
4,3,7,7,512.76,17,59311
4,3,7,8,470.4,22,121196
4,3,7,9,13951.57,584,2899470
4,4,1,1,172.47,21,105510
4,4,1,2,26.09,0,0
4,4,1,3,30.77,5,40261
4,4,1,4,13.54,0,0
4,4,1,5,30.82,3,43190
4,4,1,6,104.04,9,25652
4,4,1,7,20.72,4,7244
4,4,1,8,11.16,2,2280
4,4,1,9,944.79,90,407441
4,4,2,1,269.84,31,271937
4,4,2,2,44.88,4,18343
4,4,2,3,43.45,4,16229
4,4,2,4,35.07,2,1770
4,4,2,5,48.57,7,18027
4,4,2,6,164.27,13,55542
4,4,2,7,31.44,2,2738
4,4,2,8,21.8,2,1710
4,4,2,9,1582.15,144,690199
4,4,3,1,324.35,21,81074
4,4,3,2,67.35,5,7762
4,4,3,3,35.51,2,2184
4,4,3,4,17.58,1,1500
4,4,3,5,49.59,6,12520
4,4,3,6,164.43,15,139115
4,4,3,7,48.55,5,9487
4,4,3,8,28.33,2,34108
4,4,3,9,1687.61,120,623928
4,4,4,1,328.35,21,88706
4,4,4,2,80.47,5,6326
4,4,4,3,56.09,3,5281
4,4,4,4,20.88,0,0
4,4,4,5,64.24,4,39255
4,4,4,6,174.1,9,57665
4,4,4,7,50.19,3,7652
4,4,4,8,55.6,4,9368
4,4,4,9,1907.97,101,489424
4,4,5,1,481.3,30,86157
4,4,5,2,130.83,4,41552
4,4,5,3,93.2,4,45751
4,4,5,4,21.78,1,2193
4,4,5,5,83.41,8,27643
4,4,5,6,228.49,12,113934
4,4,5,7,90.12,5,14731
4,4,5,8,84.36,7,13308
4,4,5,9,2775.52,160,865925
4,4,6,1,978.57,44,304384
4,4,6,2,284.51,12,110861
4,4,6,3,259.23,15,36007
4,4,6,4,36.88,0,0
4,4,6,5,179.94,6,57514
4,4,6,6,398.99,18,123132
4,4,6,7,159.68,7,42550
4,4,6,8,179.44,15,135172
4,4,6,9,5553.54,255,1529493
4,4,7,1,5091.56,187,1200157
4,4,7,2,1618.34,67,364718
4,4,7,3,1710.88,74,348802
4,4,7,4,166.09,4,7563
4,4,7,5,1098.94,50,223397
4,4,7,6,2288.5,62,240148
4,4,7,7,1101.12,46,264633
4,4,7,8,1289.41,43,195629
4,4,7,9,30873.62,1186,6834531
4,5,1,1,14.14,2,2676
4,5,1,2,3.98,2,9979
4,5,1,3,1.93,0,0
4,5,1,4,0.13,0,0
4,5,1,5,5.26,1,600
4,5,1,6,12.36,2,7638
4,5,1,7,1.14,0,0
4,5,1,8,1.02,0,0
4,5,1,9,110.4,14,61788
4,5,2,1,22.43,1,1825
4,5,2,2,6.47,0,0
4,5,2,3,3.74,0,0
4,5,2,4,3.6,0,0
4,5,2,5,4.65,0,0
4,5,2,6,19.16,1,1258
4,5,2,7,3.64,1,72
4,5,2,8,2.05,0,0
4,5,2,9,184.5,17,134556
4,5,3,1,28.65,3,2343
4,5,3,2,10.98,1,5762
4,5,3,3,5.65,0,0
4,5,3,4,2.86,0,0
4,5,3,5,6.91,1,956
4,5,3,6,26.36,2,11007
4,5,3,7,3.84,1,2330
4,5,3,8,1.86,0,0
4,5,3,9,210.68,12,49731
4,5,4,1,41.28,1,4333
4,5,4,2,9.24,1,31442
4,5,4,3,9.24,1,1684
4,5,4,4,2.81,0,0
4,5,4,5,8.87,0,0
4,5,4,6,20.82,1,5368
4,5,4,7,8.46,0,0
4,5,4,8,4.4,0,0
4,5,4,9,235.24,15,106855
4,5,5,1,59.64,5,18003
4,5,5,2,13.54,0,0
4,5,5,3,9.66,1,31442
4,5,5,4,0.75,0,0
4,5,5,5,12.18,0,0
4,5,5,6,25.69,0,0
4,5,5,7,14.53,0,0
4,5,5,8,9.86,0,0
4,5,5,9,348.3,30,250211
4,5,6,1,136.9,12,96970
4,5,6,2,30.74,1,1503
4,5,6,3,38.5,3,35613
4,5,6,4,2.31,0,0
4,5,6,5,31.5,3,6302
4,5,6,6,39.79,3,34383
4,5,6,7,27.33,1,31442
4,5,6,8,26.32,2,34167
4,5,6,9,755.36,47,255811
4,5,7,1,593.04,21,123958
4,5,7,2,158.87,11,47492
4,5,7,3,196.15,9,30277
4,5,7,4,12.98,0,0
4,5,7,5,104.85,1,1978
4,5,7,6,194.9,4,10588
4,5,7,7,138.42,7,67566
4,5,7,8,149.13,3,9709
4,5,7,9,3152.35,156,768061
4,6,1,1,59.95,10,31740
4,6,1,2,8.18,0,0
4,6,1,3,7.13,1,2360
4,6,1,4,2.32,0,0
4,6,1,5,8.74,2,13931
4,6,1,6,25.54,3,32660
4,6,1,7,7.17,2,4415
4,6,1,8,3.47,0,0
4,6,1,9,282.66,22,56172
4,6,2,1,93.52,11,25417
4,6,2,2,7.56,0,0
4,6,2,3,5.7,0,0
4,6,2,4,3.57,0,0
4,6,2,5,11.91,3,41995
4,6,2,6,70.7,3,11924
4,6,2,7,10.96,1,31442
4,6,2,8,9.96,0,0
4,6,2,9,468.91,34,209378
4,6,3,1,104.27,8,51392
4,6,3,2,16,1,1363
4,6,3,3,9.16,2,4211
4,6,3,4,5.5,0,0
4,6,3,5,11.33,1,3759
4,6,3,6,58.02,3,10592
4,6,3,7,19.89,2,8013
4,6,3,8,11.8,1,6140
4,6,3,9,517.45,34,165960
4,6,4,1,103.11,8,23206
4,6,4,2,22.01,0,0
4,6,4,3,18.18,1,1955
4,6,4,4,3.26,0,0
4,6,4,5,15.31,2,5460
4,6,4,6,56.73,0,0
4,6,4,7,19.28,2,8463
4,6,4,8,25.32,1,2735
4,6,4,9,525.48,29,191633
4,6,5,1,129.17,5,14134
4,6,5,2,32.33,4,15546
4,6,5,3,31.2,1,2965
4,6,5,4,4.05,0,0
4,6,5,5,29.28,0,0
4,6,5,6,70.88,3,36493
4,6,5,7,26.85,5,10031
4,6,5,8,37.44,1,6323
4,6,5,9,777.52,35,203397
4,6,6,1,269.86,15,75377
4,6,6,2,82.85,3,5504
4,6,6,3,79.68,3,9347
4,6,6,4,6.7,0,0
4,6,6,5,64.77,3,13395
4,6,6,6,114.7,4,14816
4,6,6,7,52.7,5,7421
4,6,6,8,84.33,2,10085
4,6,6,9,1566.18,70,289782
4,6,7,1,1647.08,55,309988
4,6,7,2,477.62,23,155510
4,6,7,3,484.42,20,94528
4,6,7,4,35.59,1,31442
4,6,7,5,335.13,16,89775
4,6,7,6,731.98,10,57899
4,6,7,7,314.96,7,19365
4,6,7,8,568.29,24,210966
4,6,7,9,9304.84,356,2121962
4,7,1,1,2.25,0,0
4,7,1,2,0.09,0,0
4,7,1,3,0.9,0,0
4,7,1,5,0.73,0,0
4,7,1,6,3.46,0,0
4,7,1,7,0.6,0,0
4,7,1,9,25.33,2,4465
4,7,2,1,3.7,0,0
4,7,2,2,1.21,0,0
4,7,2,3,0.1,0,0
4,7,2,4,1.76,0,0
4,7,2,5,0.5,0,0
4,7,2,6,4.13,1,429
4,7,2,7,0.2,0,0
4,7,2,9,27.7,2,5216
4,7,3,1,3.23,0,0
4,7,3,2,1.61,0,0
4,7,3,3,0.4,0,0
4,7,3,5,0.7,0,0
4,7,3,6,5.43,1,1073
4,7,3,9,31.66,3,7305
4,7,4,1,4.29,1,626
4,7,4,2,3.47,0,0
4,7,4,3,1.49,0,0
4,7,4,4,0.01,0,0
4,7,4,5,3.31,0,0
4,7,4,6,3.27,0,0
4,7,4,7,0.1,0,0
4,7,4,8,1.85,0,0
4,7,4,9,36.11,3,4855
4,7,5,1,9.89,1,4125
4,7,5,2,1.5,0,0
4,7,5,3,0.2,0,0
4,7,5,4,1.36,0,0
4,7,5,5,1.77,0,0
4,7,5,6,2.74,0,0
4,7,5,8,1.28,0,0
4,7,5,9,46.95,2,2864
4,7,6,1,18.06,0,0
4,7,6,2,5.95,0,0
4,7,6,3,4.06,1,1140
4,7,6,4,2.81,0,0
4,7,6,5,2.7,1,5000
4,7,6,6,8.08,0,0
4,7,6,7,2.85,0,0
4,7,6,8,1.58,0,0
4,7,6,9,100.73,4,14546
4,7,7,1,86.76,1,913
4,7,7,2,36.79,3,6744
4,7,7,3,12.86,0,0
4,7,7,4,6.69,0,0
4,7,7,5,21.03,0,0
4,7,7,6,38.27,0,0
4,7,7,7,12.31,0,0
4,7,7,8,13.59,0,0
4,7,7,9,661.33,15,79549
5,1,1,1,39.38,8,19055
5,1,1,2,33.22,14,70516
5,1,1,3,25.94,6,12853
5,1,1,4,4.97,0,0
5,1,1,5,5.83,1,5315
5,1,1,6,10.55,2,14735
5,1,1,7,4.18,2,3699
5,1,1,8,8.91,4,2745
5,1,1,9,643.63,172,802056
5,1,2,1,40.03,7,53251
5,1,2,2,31.2,8,64325
5,1,2,3,40.44,6,51965
5,1,2,4,4.58,1,8390
5,1,2,5,10.55,0,0
5,1,2,6,20.21,2,8498
5,1,2,7,8.99,0,0
5,1,2,8,7.78,2,31442
5,1,2,9,697.77,122,505940
5,1,3,1,54.57,8,17149
5,1,3,2,36.47,8,46332
5,1,3,3,32.03,6,42364
5,1,3,4,4.03,0,0
5,1,3,5,11.06,0,0
5,1,3,6,18.96,1,1000
5,1,3,7,8.71,2,8327
5,1,3,8,14.5,5,39056
5,1,3,9,618.16,98,524453
5,1,4,1,61.37,3,67055
5,1,4,2,40.59,5,18027
5,1,4,3,32,0,0
5,1,4,4,2.43,0,0
5,1,4,5,16.54,1,1725
5,1,4,6,20.67,3,10781
5,1,4,7,9.94,1,3530
5,1,4,8,21.16,3,3762
5,1,4,9,617.39,81,449815
5,1,5,1,92.05,11,18385
5,1,5,2,65.64,10,47270
5,1,5,3,58.99,5,40553
5,1,5,4,1.57,0,0
5,1,5,5,18.46,2,8860
5,1,5,6,22.92,1,1845
5,1,5,7,11.36,3,36029
5,1,5,8,22.87,1,3801
5,1,5,9,820.04,111,426845
5,1,6,1,183.54,8,30510
5,1,6,2,116.62,15,66600
5,1,6,3,115.02,11,56739
5,1,6,4,4.61,0,0
5,1,6,5,42.25,4,6990
5,1,6,6,47.19,4,4778
5,1,6,7,23.47,1,2943
5,1,6,8,55.74,8,105275
5,1,6,9,1623.22,154,653118
5,1,7,1,717.63,47,208573
5,1,7,2,401.42,35,150942
5,1,7,3,439.61,30,266009
5,1,7,4,21.22,1,2000
5,1,7,5,145.24,9,53228
5,1,7,6,182.52,9,15099
5,1,7,7,102.4,5,8972
5,1,7,8,186.24,14,31626
5,1,7,9,5539.09,416,2249007
5,2,1,1,43.32,4,13238
5,2,1,2,21.67,5,8608
5,2,1,3,21.83,1,2495
5,2,1,4,6.92,2,5307
5,2,1,5,9.75,1,6866
5,2,1,6,20.25,0,0
5,2,1,7,5.5,0,0
5,2,1,8,3.68,0,0
5,2,1,9,451.09,87,438695
5,2,2,1,53.04,10,68513
5,2,2,2,26.38,4,8435
5,2,2,3,29.54,3,8813
5,2,2,4,6.84,0,0
5,2,2,5,11.94,2,3694
5,2,2,6,27.82,2,4249
5,2,2,7,11.17,1,2686
5,2,2,8,7.6,0,0
5,2,2,9,576.16,76,302181
5,2,3,1,71.9,8,51707
5,2,3,2,31.96,6,25061
5,2,3,3,28.18,3,34674
5,2,3,4,5.98,0,0
5,2,3,5,10.02,2,2855
5,2,3,6,22.94,1,8000
5,2,3,7,13.41,1,435
5,2,3,8,16.4,1,4005
5,2,3,9,612.27,64,228163
5,2,4,1,75.09,3,12022
5,2,4,2,39.02,2,3970
5,2,4,3,26.66,1,1467
5,2,4,4,4.81,0,0
5,2,4,5,14.32,0,0
5,2,4,6,38.4,1,31442
5,2,4,7,15.27,2,12253
5,2,4,8,19.66,2,7718
5,2,4,9,703.72,91,439898
5,2,5,1,122,2,13341
5,2,5,2,49.82,4,38056
5,2,5,3,56.86,0,0
5,2,5,4,4.69,0,0
5,2,5,5,25.1,1,31442
5,2,5,6,38.73,3,3731
5,2,5,7,18.83,2,11144
5,2,5,8,39.01,3,5673
5,2,5,9,1004.07,87,547051
5,2,6,1,276.21,24,84068
5,2,6,2,121.45,12,40273
5,2,6,3,140.3,11,72080
5,2,6,4,5.76,0,0
5,2,6,5,64.51,7,110527
5,2,6,6,71.49,3,4822
5,2,6,7,45.13,1,3571
5,2,6,8,80.96,5,38993
5,2,6,9,2109.22,172,625489
5,2,7,1,1110.45,65,373173
5,2,7,2,484.99,43,139960
5,2,7,3,611.99,34,157871
5,2,7,4,31.88,0,0
5,2,7,5,254.68,20,147025
5,2,7,6,313.88,16,102075
5,2,7,7,203.03,5,14472
5,2,7,8,389.67,20,141846
5,2,7,9,8729.83,517,2613039
5,3,1,1,62.53,6,48495
5,3,1,2,22.94,5,22703
5,3,1,3,17.73,3,15788
5,3,1,4,6.76,1,992
5,3,1,5,8.97,2,31615
5,3,1,6,25.31,3,2575
5,3,1,7,7.18,3,4422
5,3,1,8,4.46,2,7451
5,3,1,9,440.93,54,251193
5,3,2,1,74.65,12,61398
5,3,2,2,21.61,1,1450
5,3,2,3,27.4,3,5061
5,3,2,4,5.81,2,3671
5,3,2,5,13.19,2,4928
5,3,2,6,32.8,5,69277
5,3,2,7,11.21,0,0
5,3,2,8,10.8,2,2629
5,3,2,9,598.14,68,264917
5,3,3,1,94.29,13,54694
5,3,3,2,31.55,3,34055
5,3,3,3,29.43,2,1426
5,3,3,4,5.58,0,0
5,3,3,5,19.91,3,6534
5,3,3,6,44.03,0,0
5,3,3,7,16,2,11808
5,3,3,8,11.92,0,0
5,3,3,9,649.11,62,329058
5,3,4,1,107.13,11,94918
5,3,4,2,32.28,3,2313
5,3,4,3,33.65,4,12288
5,3,4,4,3.27,0,0
5,3,4,5,22.77,3,5911
5,3,4,6,43.27,2,10115
5,3,4,7,12.37,1,3392
5,3,4,8,21.73,0,0
5,3,4,9,729.8,63,235765
5,3,5,1,149.79,8,37006
5,3,5,2,58.08,5,37990
5,3,5,3,48.59,6,11364
5,3,5,4,6.96,0,0
5,3,5,5,34.25,4,35822
5,3,5,6,59.82,4,6347
5,3,5,7,23.38,2,6534
5,3,5,8,44.65,3,4969
5,3,5,9,1054.73,69,281281
5,3,6,1,300.28,22,76756
5,3,6,2,124.65,12,92958
5,3,6,3,145.5,5,19178
5,3,6,4,9.91,0,0
5,3,6,5,63.07,5,20281
5,3,6,6,101.73,6,43173
5,3,6,7,51.13,7,28491
5,3,6,8,116.28,4,7403
5,3,6,9,2084.66,159,771665
5,3,7,1,1291.25,41,293493
5,3,7,2,520.94,29,138830
5,3,7,3,676.38,28,235831
5,3,7,4,35.33,2,5829
5,3,7,5,299.99,23,120261
5,3,7,6,523.39,14,62013
5,3,7,7,265.89,13,36704
5,3,7,8,599.43,29,155051
5,3,7,9,9965.28,486,2560945
5,4,1,1,109.23,13,60096
5,4,1,2,31.71,3,36934
5,4,1,3,32.35,2,32365
5,4,1,4,9.88,1,3542
5,4,1,5,19.48,2,1065
5,4,1,6,50.65,5,42686
5,4,1,7,16.11,4,7357
5,4,1,8,15.57,1,9579
5,4,1,9,770.69,91,524705
5,4,2,1,180.1,26,103992
5,4,2,2,35.5,5,65836
5,4,2,3,50.22,2,32896
5,4,2,4,11.9,1,2825
5,4,2,5,36.25,6,11558
5,4,2,6,106.18,7,21782
5,4,2,7,22.34,1,7660
5,4,2,8,25.02,3,6659
5,4,2,9,1141.56,115,557417
5,4,3,1,198.57,18,70984
5,4,3,2,59.81,3,14822
5,4,3,3,46.93,2,4836
5,4,3,4,14.15,0,0
5,4,3,5,35.34,1,1985
5,4,3,6,106.79,5,40142
5,4,3,7,25.13,3,9201
5,4,3,8,34.61,1,1753
5,4,3,9,1219.62,113,506246
5,4,4,1,230.03,9,53377
5,4,4,2,59.93,4,15865
5,4,4,3,47.93,1,31442
5,4,4,4,12.54,1,800
5,4,4,5,34.38,1,2237
5,4,4,6,107.54,7,50019
5,4,4,7,31.52,5,19379
5,4,4,8,56.83,2,3886
5,4,4,9,1419.58,99,647293
5,4,5,1,317.01,15,80540
5,4,5,2,104.4,5,10570
5,4,5,3,102.93,4,5590
5,4,5,4,10.46,0,0
5,4,5,5,50.41,2,4525
5,4,5,6,122.58,5,16623
5,4,5,7,47.24,5,11325
5,4,5,8,92.6,8,43023
5,4,5,9,2014.55,125,644099
5,4,6,1,541.77,32,161900
5,4,6,2,215.82,6,14288
5,4,6,3,246.8,8,58500
5,4,6,4,11.39,0,0
5,4,6,5,133.59,13,95129
5,4,6,6,226.28,10,22795
5,4,6,7,107.83,8,25329
5,4,6,8,242.78,15,168380
5,4,6,9,4231.59,250,1304846
5,4,7,1,2946.7,122,613652
5,4,7,2,1117.96,58,255116
5,4,7,3,1396.49,53,337846
5,4,7,4,75.39,1,1962
5,4,7,5,635.91,29,196401
5,4,7,6,1291.12,50,333231
5,4,7,7,542.86,23,91399
5,4,7,8,1382.66,52,571579
5,4,7,9,21581.24,920,4847989
5,5,1,1,9.75,0,0
5,5,1,2,2.94,0,0
5,5,1,3,14.21,3,13529
5,5,1,4,0.76,0,0
5,5,1,5,3.42,1,4058
5,5,1,6,5.64,0,0
5,5,1,7,2.44,0,0
5,5,1,8,2.49,1,31442
5,5,1,9,117.39,17,121307
5,5,2,1,17.77,0,0
5,5,2,2,4.89,1,9007
5,5,2,3,4.58,0,0
5,5,2,4,0.1,0,0
5,5,2,5,6.13,1,4225
5,5,2,6,5.16,0,0
5,5,2,7,2.39,0,0
5,5,2,8,3.41,0,0
5,5,2,9,140.2,13,95879
5,5,3,1,20.03,0,0
5,5,3,2,6.06,0,0
5,5,3,3,3.24,1,779
5,5,3,4,1.16,0,0
5,5,3,5,1.52,0,0
5,5,3,6,9.01,0,0
5,5,3,7,2.63,0,0
5,5,3,8,10.94,2,6484
5,5,3,9,188.15,13,75374
5,5,4,1,20.61,3,35174
5,5,4,2,7.09,0,0
5,5,4,3,7.6,2,3611
5,5,4,5,3.31,0,0
5,5,4,6,13,0,0
5,5,4,7,1.37,0,0
5,5,4,8,11.07,0,0
5,5,4,9,177.36,12,61341
5,5,5,1,28.28,1,716
5,5,5,2,17.99,1,3896
5,5,5,3,21.19,1,1576
5,5,5,5,10.13,0,0
5,5,5,6,10.81,0,0
5,5,5,7,3.99,0,0
5,5,5,8,12.05,0,0
5,5,5,9,234,22,107065
5,5,6,1,54.72,1,3000
5,5,6,2,21.61,2,4502
5,5,6,3,42.44,2,3695
5,5,6,4,1.65,0,0
5,5,6,5,16.46,0,0
5,5,6,6,26.23,2,10259
5,5,6,7,13.65,3,5598
5,5,6,8,39.76,4,15915
5,5,6,9,568.65,42,186899
5,5,7,1,266.04,17,80318
5,5,7,2,116.75,6,48119
5,5,7,3,171.84,9,26797
5,5,7,4,2.07,0,0
5,5,7,5,61.96,4,10580
5,5,7,6,114.36,2,39981
5,5,7,7,49.37,2,5391
5,5,7,8,173.28,11,119909
5,5,7,9,2387.46,99,559278
5,6,1,1,30.8,4,8714
5,6,1,2,11.97,2,7747
5,6,1,3,3.22,1,31442
5,6,1,4,1.34,0,0
5,6,1,5,8.91,2,3112
5,6,1,6,15.68,0,0
5,6,1,7,6.17,0,0
5,6,1,8,6.94,1,994
5,6,1,9,201.95,15,120724
5,6,2,1,62.69,9,20731
5,6,2,2,8.04,0,0
5,6,2,3,10.73,0,0
5,6,2,4,1.68,0,0
5,6,2,5,15.42,1,3277
5,6,2,6,31.15,2,5291
5,6,2,7,9.18,1,4884
5,6,2,8,10.16,0,0
5,6,2,9,316.66,21,119632
5,6,3,1,63.63,2,5400
5,6,3,2,11.93,2,9525
5,6,3,3,12.55,0,0
5,6,3,4,2.3,0,0
5,6,3,5,10.67,1,31442
5,6,3,6,38.64,2,1953
5,6,3,7,13.39,3,9508
5,6,3,8,12.02,1,4581
5,6,3,9,359.57,26,139072
5,6,4,1,69.43,11,62295
5,6,4,2,13.47,1,2575
5,6,4,3,14.11,2,32158
5,6,4,4,1.05,0,0
5,6,4,5,7.5,1,31442
5,6,4,6,36.19,0,0
5,6,4,7,8.58,1,1135
5,6,4,8,22.65,1,3590
5,6,4,9,393,24,116662
5,6,5,1,87.44,5,17072
5,6,5,2,23.03,2,2283
5,6,5,3,23.02,0,0
5,6,5,4,1.58,0,0
5,6,5,5,10.55,2,32423
5,6,5,6,32.49,5,68672
5,6,5,7,10.74,0,0
5,6,5,8,32.78,0,0
5,6,5,9,533.49,36,186668
5,6,6,1,157.06,5,16138
5,6,6,2,49.35,3,64610
5,6,6,3,67.45,2,2977
5,6,6,4,1.15,0,0
5,6,6,5,39.6,1,1802
5,6,6,6,75.36,2,11385
5,6,6,7,25.64,1,1968
5,6,6,8,102.98,7,46010
5,6,6,9,1203.01,65,389080
5,6,7,1,889.43,34,261859
5,6,7,2,313.49,18,137743
5,6,7,3,415.78,11,79125
5,6,7,4,19.5,1,874
5,6,7,5,178.83,10,21659
5,6,7,6,389.82,17,64534
5,6,7,7,147.94,7,24026
5,6,7,8,579.49,29,130489
5,6,7,9,6392.6,317,1517683
5,7,1,1,0.9,0,0
5,7,1,2,0.04,0,0
5,7,1,5,0.7,0,0
5,7,1,9,14.77,2,8628
5,7,2,1,2.25,0,0
5,7,2,2,0.72,0,0
5,7,2,3,0.46,0,0
5,7,2,5,0.3,0,0
5,7,2,6,1.32,0,0
5,7,2,7,0.46,0,0
5,7,2,9,27.54,1,1314
5,7,3,1,4.71,0,0
5,7,3,2,1.88,0,0
5,7,3,3,0.08,0,0
5,7,3,5,0.04,0,0
5,7,3,6,1.88,0,0
5,7,3,7,0.58,0,0
5,7,3,9,23.65,2,6600
5,7,4,1,3.74,0,0
5,7,4,2,1.2,0,0
5,7,4,4,0.7,0,0
5,7,4,6,0.96,1,1231
5,7,4,7,0.03,0,0
5,7,4,9,24.61,0,0
5,7,5,1,5.98,2,6102
5,7,5,2,0.8,0,0
5,7,5,3,1.1,0,0
5,7,5,4,0.34,0,0
5,7,5,5,0.7,0,0
5,7,5,6,2.48,0,0
5,7,5,7,0.6,1,2935
5,7,5,8,1.14,0,0
5,7,5,9,38.77,1,1150
5,7,6,1,8.47,0,0
5,7,6,2,2.49,0,0
5,7,6,3,2.89,0,0
5,7,6,4,0.13,0,0
5,7,6,5,1.36,0,0
5,7,6,6,4.15,0,0
5,7,6,7,2.23,0,0
5,7,6,8,1.96,0,0
5,7,6,9,69.7,2,32275
5,7,7,1,51.24,1,31442
5,7,7,2,21.74,2,31942
5,7,7,3,9.91,0,0
5,7,7,4,2.35,0,0
5,7,7,5,8.74,0,0
5,7,7,6,16.61,0,0
5,7,7,7,2.83,1,966
5,7,7,8,13.06,0,0
5,7,7,9,384.87,16,112252
